Symptom,doeatFood
耳闷,芝麻
耳闷,腰果
耳闷,核桃
长骨肿胀疼痛,薇菜
长骨肿胀疼痛,芝麻
长骨肿胀疼痛,腰果
长骨肿胀疼痛,杏仁
长骨肿胀疼痛,薇菜
长骨肿胀疼痛,芝麻
长骨肿胀疼痛,腰果
长骨肿胀疼痛,杏仁
长骨肿胀疼痛,薇菜
长骨肿胀疼痛,鸡肉
长骨肿胀疼痛,芝麻
长骨肿胀疼痛,杏仁
长骨肿胀疼痛,薇菜
长骨肿胀疼痛,芝麻
长骨肿胀疼痛,杏仁
长骨肿胀疼痛,南瓜子仁
长骨肿胀疼痛,薇菜
长骨肿胀疼痛,芝麻
长骨肿胀疼痛,杏仁
长骨肿胀疼痛,南瓜子仁
长骨肿胀疼痛,薇菜
长骨肿胀疼痛,鸡蛋黄
长骨肿胀疼痛,南瓜子仁
长骨肿胀疼痛,葵花子仁
长骨肿胀疼痛,鸡蛋黄
长骨肿胀疼痛,腰果
长骨肿胀疼痛,南瓜子仁
长骨肿胀疼痛,莲子
长骨肿胀疼痛,鸡蛋
长骨肿胀疼痛,鹌鹑蛋
长骨肿胀疼痛,鸡肉
长骨肿胀疼痛,葵花子仁
长骨肿胀疼痛,鸡蛋
长骨肿胀疼痛,鸭翅
长骨肿胀疼痛,鸡肉
长骨肿胀疼痛,莲子
骨外团块,薇菜
骨外团块,芝麻
骨外团块,腰果
骨外团块,杏仁
骨外团块,薇菜
骨外团块,芝麻
骨外团块,腰果
骨外团块,杏仁
骨外团块,鸡蛋黄
骨外团块,腰果
骨外团块,南瓜子仁
骨外团块,莲子
子宫穿孔,鸡肉
子宫穿孔,芝麻
子宫穿孔,杏仁
子宫穿孔,南瓜子仁
子宫穿孔,鸭蛋
子宫穿孔,鸡蛋
子宫穿孔,鸡肉
子宫穿孔,腰果
耳廓痛,芝麻
耳廓痛,腰果
耳廓痛,杏仁
耳廓痛,南瓜子仁
耳廓痛,鸭蛋
耳廓痛,鸡蛋
耳廓痛,鸭翅
耳廓痛,鸡肉
耳廓痛,大白菜(青口)
耳廓痛,白菜
耳廓痛,小米
耳廓痛,鸭蛋
耳廓痛,鸡蛋
耳廓痛,鸡肉
耳廓痛,腰果
耳廓放射性痛,芝麻
耳廓放射性痛,腰果
耳廓放射性痛,杏仁
耳廓放射性痛,南瓜子仁
耳廓放射性痛,鸭蛋
耳廓放射性痛,鸡蛋
耳廓放射性痛,鸡肉
耳廓放射性痛,腰果
间歇性耳痛,芝麻
间歇性耳痛,腰果
间歇性耳痛,杏仁
间歇性耳痛,南瓜子仁
间歇性耳痛,鸭翅
间歇性耳痛,芝麻
间歇性耳痛,松子仁
间歇性耳痛,莲子
间歇性耳痛,鸭蛋
间歇性耳痛,鸡蛋
间歇性耳痛,鸭翅
间歇性耳痛,鸡肉
梦幻觉,薇菜
梦幻觉,芝麻
梦幻觉,杏仁
梦幻觉,南瓜子仁
梦幻觉,干腌菜
梦幻觉,鹌鹑蛋
梦幻觉,鸡心
梦幻觉,芝麻
钩回发作,薇菜
钩回发作,芝麻
钩回发作,杏仁
钩回发作,南瓜子仁
钩回发作,鸡蛋
钩回发作,鸭肝
钩回发作,腰果
钩回发作,南瓜子仁
色素性皮损,鸡肉
色素性皮损,芝麻
色素性皮损,杏仁
色素性皮损,南瓜子仁
色素性皮损,鸭肉
色素性皮损,鸭肝
色素性皮损,鸡肉
色素性皮损,杏仁
色素性皮损,鸭肉
色素性皮损,鸡翅
色素性皮损,芝麻
色素性皮损,杏仁
色素性皮损,鸭翅
色素性皮损,莲子
色素性皮损,核桃
色素性皮损,青豆
色素性皮损,鸡心
色素性皮损,鸡肝
色素性皮损,南瓜子仁
色素性皮损,葵花子仁
色素性皮损,黑豆
色素性皮损,大豆
色素性皮损,牛奶
色素性皮损,芝麻
色素性皮损,青豆
色素性皮损,黑豆
色素性皮损,豆浆
色素性皮损,鸡蛋
色素性皮损,鸡肝
色素性皮损,芝麻
色素性皮损,核桃
色素性皮损,薇菜
色素性皮损,鸡血
色素性皮损,鸡肉
色素性皮损,葵花子仁
色素性皮损,鸡肉
色素性皮损,芝麻
色素性皮损,南瓜子仁
色素性皮损,核桃
前房色素沉积,鸡肉
前房色素沉积,芝麻
前房色素沉积,杏仁
前房色素沉积,南瓜子仁
前房色素沉积,薇菜
前房色素沉积,鸭肝
前房色素沉积,鸡肝
前房色素沉积,芝麻
纵膈淋巴结肿大,鸡肉
纵膈淋巴结肿大,芝麻
纵膈淋巴结肿大,杏仁
纵膈淋巴结肿大,南瓜子仁
视网膜静脉纡曲怒张,薇菜
视网膜静脉纡曲怒张,栗子（鲜）
视网膜静脉纡曲怒张,葵花子仁
视网膜静脉纡曲怒张,白果（干）
视网膜静脉纡曲怒张,咸鸭蛋
视网膜静脉纡曲怒张,鸡肝
视网膜静脉纡曲怒张,芝麻
视网膜静脉纡曲怒张,腰果
巨乳,芝麻
巨乳,杏仁
巨乳,南瓜子仁
巨乳,莲子
巨乳,鸭翅
巨乳,莲子
巨乳,黑芝麻
巨乳,核桃
巨乳,鸭翅
巨乳,鸡肉
巨乳,莲子
巨乳,黑芝麻
接触性出血,薇菜
接触性出血,鸡肉
接触性出血,芝麻
接触性出血,杏仁
接触性出血,薇菜
接触性出血,鹅肉
接触性出血,腰果
接触性出血,南瓜子仁
鳞状细胞化生,薇菜
鳞状细胞化生,鸡肉
鳞状细胞化生,芝麻
鳞状细胞化生,杏仁
鳞状细胞化生,鸡肉
鳞状细胞化生,鹅肉
鳞状细胞化生,芝麻
鳞状细胞化生,腰果
鳞状细胞化生,鸭翅
鳞状细胞化生,芝麻
鳞状细胞化生,莲子
鳞状细胞化生,核桃
鳞状细胞化生,鸡蛋
鳞状细胞化生,芝麻
鳞状细胞化生,南瓜子仁
鳞状细胞化生,核桃
鳞状细胞化生,鸭肝
鳞状细胞化生,腰果
鳞状细胞化生,南瓜子仁
鳞状细胞化生,莲子
晕眩,鸡肉
晕眩,芝麻
晕眩,杏仁
晕眩,南瓜子仁
面长耳大,薇菜
面长耳大,芝麻
面长耳大,杏仁
面长耳大,南瓜子仁
巨口,薇菜
巨口,芝麻
巨口,杏仁
巨口,南瓜子仁
巨口,鸭蛋
巨口,鸡蛋
巨口,鸡肉
巨口,腰果
黑痣,鸡肉
黑痣,芝麻
黑痣,杏仁
黑痣,南瓜子仁
黑痣,孢子甘蓝
黑痣,葵花子仁
黑痣,绿豆
黑痣,红豆沙
黑痣,豆腐
黑痣,冻豆腐
黑痣,胡萝卜
黑痣,菜花
黑痣,芝麻
黑痣,松子仁
黑痣,核桃
黑痣,青豆
淀粉样变性,鸭翅
淀粉样变性,莲子
淀粉样变性,核桃
淀粉样变性,青豆
食量增加,薇菜
食量增加,鸡肉
食量增加,芝麻
食量增加,腰果
热结节,薇菜
热结节,鸡肉
热结节,芝麻
热结节,腰果
热结节,芝麻
热结节,杏仁
热结节,核桃
热结节,青豆
热结节,乌骨鸡
热结节,栗子（熟）
热结节,黑芝麻
热结节,核桃
甲状腺结节,薇菜
甲状腺结节,鸡肉
甲状腺结节,芝麻
甲状腺结节,腰果
甲状腺结节,鹿肉
甲状腺结节,鸭肝
甲状腺结节,鸡腿
甲状腺结节,鸡肉
甲状腺结节,鸭翅
甲状腺结节,莲子
甲状腺结节,核桃
甲状腺结节,青豆
甲状腺结节,鸡心
甲状腺结节,鹅肉
甲状腺结节,芝麻
甲状腺结节,杏仁
囊性坏死,芝麻
囊性坏死,杏仁
囊性坏死,南瓜子仁
囊性坏死,莲子
囊性坏死,鸭翅
囊性坏死,莲子
囊性坏死,核桃
囊性坏死,青豆
囊性坏死,鸡蛋
囊性坏死,鸽蛋
囊性坏死,鸡肉
囊性坏死,芝麻
颈部囊性病变,芝麻
颈部囊性病变,杏仁
颈部囊性病变,南瓜子仁
颈部囊性病变,莲子
颈部囊性病变,鸡腿
颈部囊性病变,鸡肉
颈部囊性病变,鹅肉
颈部囊性病变,芝麻
颈部囊性病变,鸡蛋
颈部囊性病变,牛奶
颈部囊性病变,猕猴桃
颈部囊性病变,香菇（鲜）
咽部溃疡,鸭蛋
咽部溃疡,鸡蛋
咽部溃疡,鸭翅
咽部溃疡,鸡肉
咽部溃疡,鸭蛋
咽部溃疡,鸡蛋
咽部溃疡,鸭翅
咽部溃疡,鸡肉
咽部溃疡,油菜
咽部溃疡,生菜
咽部溃疡,芹菜叶
咽部溃疡,菠菜
眼眶异物,芝麻
眼眶异物,栗子（鲜）
眼眶异物,葵花子仁
眼眶异物,白果（干）
眼眶异物,薇菜
眼眶异物,鸡蛋
眼眶异物,栗子（鲜）
眼眶异物,葵花子仁
眼眶异物,栗子（鲜）
眼眶异物,葵花子仁
眼眶异物,白果（干）
眼眶异物,绿豆
眼眶异物,橘饼
眼眶异物,鸭蛋
眼眶异物,鸡蛋
眼眶异物,鸡肉
绝经,薇菜
绝经,芝麻
绝经,杏仁
绝经,南瓜子仁
绝经,鹅肉
绝经,南瓜子仁
绝经,葵花子仁
绝经,白果（干）
绝经,鸡心
绝经,鸡肝
绝经,葵花子仁
绝经,花生
绝经,赤砂糖
绝经,鸡肉
绝经,芡实米
绝经,葵花子仁
绝经,赤砂糖
绝经,芝麻
绝经,芡实米
绝经,葵花子仁
绝经,鸡蛋
绝经,鹌鹑蛋
绝经,鸡肉
绝经,莲子
绝经,鸭翅
绝经,莲子
绝经,核桃
绝经,青豆
绝经,芝麻
绝经,南瓜子仁
绝经,葵花子仁
绝经,花生
绝经,芝麻
绝经,南瓜子仁
绝经,葵花子仁
绝经,白果（干）
绝经,蜂蜜
绝经,南瓜子仁
绝经,葵花子仁
绝经,白果（干）
绝经,蜂蜜
绝经,芝麻
绝经,南瓜子仁
绝经,莲子
绝经,蜂蜜
绝经,鸡肝
绝经,芝麻
绝经,南瓜子仁
绝经,南瓜子仁
绝经,葵花子仁
绝经,白果（干）
绝经,赤小豆
绝经,杏仁
绝经,南瓜子仁
绝经,葵花子仁
绝经,白果（干）
绝经,杏仁
绝经,南瓜子仁
绝经,葵花子仁
绝经,白果（干）
绝经,南瓜子仁
绝经,莲子
绝经,葵花子仁
绝经,花生
绝经,薇菜
绝经,母鸡
绝经,鸡内金
绝经,南瓜子仁
绝经,薇菜
绝经,鸡肉
绝经,鸡内金
绝经,南瓜子仁
绝经,薇菜
绝经,鸡肉
绝经,鸡内金
绝经,南瓜子仁
绝经,鸡内金
绝经,腰果
绝经,南瓜子仁
绝经,葵花子仁
绝经,薇菜
绝经,鸡内金
绝经,南瓜子仁
绝经,葵花子仁
绝经,薇菜
绝经,鸡肉
绝经,鸡内金
绝经,南瓜子仁
绝经,薇菜
绝经,鸡内金
绝经,南瓜子仁
绝经,葵花子仁
绝经,鸡蛋
绝经,芝麻
绝经,南瓜子仁
绝经,核桃
绝经,赤砂糖
绝经,鸡蛋
绝经,鹌鹑蛋
绝经,鹅
绝经后子宫内膜增厚,薇菜
绝经后子宫内膜增厚,芝麻
绝经后子宫内膜增厚,杏仁
绝经后子宫内膜增厚,南瓜子仁
绝经后子宫内膜增厚,鸭肝
绝经后子宫内膜增厚,腰果
绝经后子宫内膜增厚,南瓜子仁
绝经后子宫内膜增厚,莲子
阴道转移,薇菜
阴道转移,芝麻
阴道转移,杏仁
阴道转移,南瓜子仁
妊娠反应,薇菜
妊娠反应,芝麻
妊娠反应,杏仁
妊娠反应,南瓜子仁
妊娠反应,赤砂糖
妊娠反应,鸡蛋
妊娠反应,鹌鹑蛋
妊娠反应,鸡肉
子痫,薇菜
子痫,芝麻
子痫,杏仁
子痫,南瓜子仁
子痫,鸡蛋
子痫,芝麻
子痫,腰果
子痫,南瓜子仁
阵发性腹痛,薇菜
阵发性腹痛,芝麻
阵发性腹痛,杏仁
阵发性腹痛,南瓜子仁
阵发性腹痛,芝麻叶
阵发性腹痛,荸荠粉
阵发性腹痛,蜂蜜
阵发性腹痛,鸡蛋
阵发性腹痛,芝麻
阵发性腹痛,核桃
阵发性腹痛,绿豆
阵发性腹痛,黄豆粉
阵发性腹痛,薇菜
阵发性腹痛,芝麻
阵发性腹痛,核桃
阵发性腹痛,白果（鲜）
阵发性腹痛,乌骨鸡
阵发性腹痛,鸡肉
阵发性腹痛,栗子（熟）
阵发性腹痛,核桃
肥大结节纤维组织增生,薇菜
肥大结节纤维组织增生,芝麻
肥大结节纤维组织增生,杏仁
肥大结节纤维组织增生,南瓜子仁
肥大结节纤维组织增生,芝麻
肥大结节纤维组织增生,南瓜子仁
肥大结节纤维组织增生,黑芝麻
肥大结节纤维组织增生,核桃
肝源性水肿,鸭蛋
肝源性水肿,鸡蛋
肝源性水肿,鸡肉
肝源性水肿,鸡肝
肝源性水肿,鸡蛋黄
肝源性水肿,芝麻
肝源性水肿,腰果
肝源性水肿,南瓜子仁
淋巴发育不全,薇菜
淋巴发育不全,芝麻
淋巴发育不全,核桃
淋巴发育不全,黑豆
新月状溶骨性缺损,薇菜
新月状溶骨性缺损,鸡肉
新月状溶骨性缺损,芝麻
新月状溶骨性缺损,杏仁
血性胸水,鸡肉
血性胸水,芝麻
血性胸水,杏仁
血性胸水,南瓜子仁
血性胸水,鸡蛋
血性胸水,鸡肉
血性胸水,芝麻
血性胸水,杏仁
骨转移,鸡肉
骨转移,芝麻
骨转移,杏仁
骨转移,南瓜子仁
骨转移,鸭翅
骨转移,莲子
骨转移,核桃
骨转移,青豆
骨转移,鸡蛋
骨转移,芝麻
骨转移,南瓜子仁
骨转移,核桃
骨转移,赤砂糖
骨转移,鸡蛋
骨转移,鹌鹑蛋
骨转移,鹅
骨转移,鸭肉
骨转移,鸭肝
骨转移,腰果
骨转移,松子仁
胸壁塌陷,鸡肉
胸壁塌陷,芝麻
胸壁塌陷,杏仁
胸壁塌陷,南瓜子仁
胸壁塌陷,鸡蛋
胸壁塌陷,鸡肉
胸壁塌陷,芝麻
胸壁塌陷,杏仁
纵隔增宽,鸡肉
纵隔增宽,芝麻
纵隔增宽,杏仁
纵隔增宽,南瓜子仁
纵隔增宽,鸡蛋
纵隔增宽,鸡肉
纵隔增宽,芝麻
纵隔增宽,杏仁
纵隔增宽,鸭肝
纵隔增宽,腰果
纵隔增宽,杏仁
纵隔增宽,南瓜子仁
胸膜转移,鸡蛋
胸膜转移,鸡肉
胸膜转移,芝麻
胸膜转移,杏仁
闫丽,鸡蛋
闫丽,鸡肉
闫丽,芝麻
闫丽,杏仁
闫丽,薇菜
闫丽,鸡内金
闫丽,南瓜子仁
闫丽,葵花子仁
闫丽,鸭肝
闫丽,鸡肉
闫丽,芝麻
闫丽,腰果
闫丽,赤砂糖
闫丽,鸡蛋
闫丽,鹌鹑蛋
闫丽,鸽肉
闫丽,赤砂糖
闫丽,鸡蛋
闫丽,鹌鹑蛋
闫丽,鸡肉
面部皮肤皱纹增多,鸡蛋黄
面部皮肤皱纹增多,鸡蛋
面部皮肤皱纹增多,鹌鹑蛋
面部皮肤皱纹增多,南瓜子仁
面部皮肤皱纹增多,鸭蛋
面部皮肤皱纹增多,鸡蛋
面部皮肤皱纹增多,鹌鹑蛋
面部皮肤皱纹增多,鸭肝
面部皮肤皱纹增多,芝麻
面部皮肤皱纹增多,腰果
面部皮肤皱纹增多,莲子
面部皮肤皱纹增多,核桃
久不消退的红色皮肤疤,鸡蛋黄
久不消退的红色皮肤疤,鸡蛋
久不消退的红色皮肤疤,鹌鹑蛋
久不消退的红色皮肤疤,南瓜子仁
久不消退的红色皮肤疤,红葡萄酒
久不消退的红色皮肤疤,鸭蛋
久不消退的红色皮肤疤,鸡蛋
久不消退的红色皮肤疤,鸽蛋
久不消退的红色皮肤疤,鸭蛋
久不消退的红色皮肤疤,鸡蛋
久不消退的红色皮肤疤,鸡肉
久不消退的红色皮肤疤,腰果
伤口结疤,鸡蛋黄
伤口结疤,鸡蛋
伤口结疤,鹌鹑蛋
伤口结疤,南瓜子仁
伤口结疤,芝麻
伤口结疤,莲子
伤口结疤,核桃
伤口结疤,白果（鲜）
虹膜根部离断,薇菜
虹膜根部离断,蜂蜜
虹膜根部离断,鸭肝
虹膜根部离断,葵花子仁
虹膜根部离断,薇菜
虹膜根部离断,鸡蛋
虹膜根部离断,栗子（鲜）
虹膜根部离断,葵花子仁
虹膜根部离断,鸡蛋
虹膜根部离断,鸡肉
虹膜根部离断,芝麻
虹膜根部离断,腰果
中心暗点以及屈...,鸡心
中心暗点以及屈...,鸡肉
中心暗点以及屈...,鹅肉
中心暗点以及屈...,芝麻
中心暗点以及屈...,葵花子仁
中心暗点以及屈...,白扁豆
中心暗点以及屈...,鳕鱼
中心暗点以及屈...,武昌鱼
葡萄膜炎,泥胡菜
葡萄膜炎,鸡蛋
葡萄膜炎,葵花子仁
葡萄膜炎,白果（干）
葡萄膜炎,鸡蛋黄
葡萄膜炎,杏仁
葡萄膜炎,葵花子仁
葡萄膜炎,黑芝麻
葡萄膜炎,鸡蛋黄
葡萄膜炎,杏仁
葡萄膜炎,葵花子仁
葡萄膜炎,黑芝麻
葡萄膜炎,鸭肝
葡萄膜炎,鸡肝
葡萄膜炎,芝麻
葡萄膜炎,葵花子仁
葡萄膜炎,薇菜
葡萄膜炎,鸭肝
葡萄膜炎,鸡肝
葡萄膜炎,芝麻
葡萄膜炎,鸡蛋
葡萄膜炎,鸽蛋
葡萄膜炎,鸡肉
葡萄膜炎,鸡肝
葡萄膜炎,薇菜
葡萄膜炎,芝麻
葡萄膜炎,栗子（鲜）
葡萄膜炎,葵花子仁
葡萄膜炎,鸡蛋
葡萄膜炎,鹌鹑蛋
葡萄膜炎,腰果
葡萄膜炎,葵花子仁
葡萄膜炎,鸭翅
葡萄膜炎,芝麻
葡萄膜炎,莲子
葡萄膜炎,核桃
葡萄膜炎,鸭翅
葡萄膜炎,莲子
葡萄膜炎,核桃
葡萄膜炎,青豆
葡萄膜炎,腰果
葡萄膜炎,南瓜子仁
葡萄膜炎,花生
葡萄膜炎,核桃
葡萄膜炎,鸡蛋黄
葡萄膜炎,鸡蛋
葡萄膜炎,鸡肉
葡萄膜炎,黑芝麻
葡萄膜炎,鸡蛋
葡萄膜炎,鸡肝
葡萄膜炎,莲子
葡萄膜炎,葵花子仁
葡萄膜炎,鸡蛋
葡萄膜炎,莲子
葡萄膜炎,花生
葡萄膜炎,青豆
葡萄膜炎,蜂蜜
葡萄膜炎,芝麻
葡萄膜炎,葵花子仁
葡萄膜炎,花生
葡萄膜炎,芝麻
葡萄膜炎,葵花子仁
葡萄膜炎,花生
葡萄膜炎,白果（干）
葡萄膜炎,鸭肝
葡萄膜炎,芝麻
葡萄膜炎,腰果
葡萄膜炎,莲子
葡萄膜炎,鸭肝
葡萄膜炎,鸡肉
葡萄膜炎,芝麻
葡萄膜炎,腰果
葡萄膜炎,鸡肉
葡萄膜炎,芝麻
葡萄膜炎,腰果
葡萄膜炎,花生
葡萄膜炎,鸡肉
葡萄膜炎,芝麻
葡萄膜炎,腰果
葡萄膜炎,花生
葡萄膜炎,薇菜
葡萄膜炎,鸡内金
葡萄膜炎,南瓜子仁
葡萄膜炎,葵花子仁
葡萄膜炎,薇菜
葡萄膜炎,鸡内金
葡萄膜炎,南瓜子仁
葡萄膜炎,葵花子仁
葡萄膜炎,薇菜
葡萄膜炎,鸡血
葡萄膜炎,杏仁
葡萄膜炎,葵花子仁
葡萄膜炎,薇菜
葡萄膜炎,鸡血
葡萄膜炎,腰果
葡萄膜炎,杏仁
葡萄膜炎,薇菜
葡萄膜炎,芝麻
葡萄膜炎,南瓜子仁
葡萄膜炎,核桃
葡萄膜炎,鸡蛋
葡萄膜炎,鸽蛋
葡萄膜炎,鹌鹑蛋
葡萄膜炎,鸡血
葡萄膜炎,赤砂糖
葡萄膜炎,鸡蛋
葡萄膜炎,鹌鹑蛋
葡萄膜炎,鹅
葡萄膜炎,鸭蛋
葡萄膜炎,鸡蛋
葡萄膜炎,鸭肝
葡萄膜炎,鸡肉
脉络膜凹陷,鸡肉
脉络膜凹陷,芝麻
脉络膜凹陷,黑豆
脉络膜凹陷,豆浆
赫丽杰,鸡蛋
赫丽杰,鸡肉
赫丽杰,鸡内金
赫丽杰,葵花子仁
乳腺刺痛,薇菜
乳腺刺痛,鸡蛋黄
乳腺刺痛,鸡蛋
乳腺刺痛,南瓜子仁
乳腺刺痛,鸡内金
乳腺刺痛,南瓜子仁
乳腺刺痛,葵花子仁
乳腺刺痛,赤小豆
乳腺刺痛,薇菜
乳腺刺痛,鸡内金
乳腺刺痛,南瓜子仁
乳腺刺痛,葵花子仁
软腭运动不对称,鸡蛋黄
软腭运动不对称,南瓜子仁
软腭运动不对称,葵花子仁
软腭运动不对称,花生
软腭疼痛,鸭蛋
软腭疼痛,鸡蛋
软腭疼痛,鸡肉
软腭疼痛,鸡肝
颞部疼痛,鹿肉
颞部疼痛,乌骨鸡
颞部疼痛,葵花子仁
颞部疼痛,花生
颞部疼痛,芝麻
颞部疼痛,腰果
颞部疼痛,南瓜子仁
颞部疼痛,黄豆粉
阴道流血过多,薇菜
阴道流血过多,鸡蛋黄
阴道流血过多,南瓜子仁
阴道流血过多,葵花子仁
阴道流血过多,鸡翅
阴道流血过多,腰果
阴道流血过多,松子仁
阴道流血过多,葵花子仁
阴道流血过多,赤砂糖
阴道流血过多,鸡蛋
阴道流血过多,鹌鹑蛋
阴道流血过多,鹅
自发性骨折,薇菜
自发性骨折,鸡蛋黄
自发性骨折,南瓜子仁
自发性骨折,葵花子仁
腮腺区肿大,薇菜
腮腺区肿大,鸡蛋黄
腮腺区肿大,南瓜子仁
腮腺区肿大,葵花子仁
舌运动受限,薇菜
舌运动受限,鸡蛋黄
舌运动受限,南瓜子仁
舌运动受限,葵花子仁
舌运动受限,鸭蛋
舌运动受限,鸡蛋
舌运动受限,鸭翅
舌运动受限,鸡肉
舌背中后部黑色丛毛,薇菜
舌背中后部黑色丛毛,鸡蛋黄
舌背中后部黑色丛毛,南瓜子仁
舌背中后部黑色丛毛,葵花子仁
环咽部运动障碍,薇菜
环咽部运动障碍,鸡蛋黄
环咽部运动障碍,南瓜子仁
环咽部运动障碍,葵花子仁
环咽部运动障碍,鸭翅
环咽部运动障碍,鸡肉
环咽部运动障碍,葵花子仁
环咽部运动障碍,花生
环咽部运动障碍,鸭蛋
环咽部运动障碍,鸡蛋
环咽部运动障碍,鸭翅
环咽部运动障碍,鸡肉
舌齿龈疼痛性粟...,薇菜
舌齿龈疼痛性粟...,鸡蛋黄
舌齿龈疼痛性粟...,南瓜子仁
舌齿龈疼痛性粟...,葵花子仁
进行性肉芽性溃疡坏死,鸡蛋黄
进行性肉芽性溃疡坏死,鸡肉
进行性肉芽性溃疡坏死,松子仁
进行性肉芽性溃疡坏死,南瓜子仁
进行性肉芽性溃疡坏死,鸡蛋
进行性肉芽性溃疡坏死,鸽蛋
进行性肉芽性溃疡坏死,鸡肉
进行性肉芽性溃疡坏死,芝麻
髓样癌变,鸡蛋黄
髓样癌变,鸡肉
髓样癌变,松子仁
髓样癌变,南瓜子仁
肢体麻痛,薇菜
肢体麻痛,鸡蛋黄
肢体麻痛,松子仁
肢体麻痛,南瓜子仁
肢体麻痛,鸡肉
肢体麻痛,鹅肉
肢体麻痛,芝麻
肢体麻痛,松子仁
肢体麻痛,鸡蛋
肢体麻痛,鸽蛋
肢体麻痛,鹌鹑蛋
肢体麻痛,鸡肉
肢体麻痛,鸡心
肢体麻痛,鸡肉
肢体麻痛,鹅肉
肢体麻痛,白果（干）
肢体麻痛,鸭蛋
肢体麻痛,鸡蛋
肢体麻痛,鸭翅
肢体麻痛,鸡爪
肢体远侧常有麻痛,薇菜
肢体远侧常有麻痛,鸡蛋黄
肢体远侧常有麻痛,松子仁
肢体远侧常有麻痛,南瓜子仁
断续的肌收缩,薇菜
断续的肌收缩,鸡蛋黄
断续的肌收缩,松子仁
断续的肌收缩,南瓜子仁
断续的肌收缩,鸡蛋
断续的肌收缩,芝麻
断续的肌收缩,莲子
断续的肌收缩,核桃
趾蹼间隙麻木,薇菜
趾蹼间隙麻木,鸡蛋黄
趾蹼间隙麻木,松子仁
趾蹼间隙麻木,南瓜子仁
趾蹼间隙麻木,薇菜
趾蹼间隙麻木,鸡内金
趾蹼间隙麻木,南瓜子仁
趾蹼间隙麻木,葵花子仁
牙龈肿胀,薇菜
牙龈肿胀,鸡蛋黄
牙龈肿胀,松子仁
牙龈肿胀,南瓜子仁
牙龈肿胀,薇菜
牙龈肿胀,鸡蛋黄
牙龈肿胀,腰果
牙龈肿胀,南瓜子仁
牙龈肿胀,鸭蛋
牙龈肿胀,鸡蛋
牙龈肿胀,鸭翅
牙龈肿胀,鸡肉
牙龈肿胀,鸭蛋
牙龈肿胀,鸡蛋
牙龈肿胀,鸭翅
牙龈肿胀,鸡肉
牙龈肿胀,鹿肉
牙龈肿胀,乌骨鸡
牙龈肿胀,腰果
牙龈肿胀,葵花子仁
牙龈肿胀,鹿肉
牙龈肿胀,鸡蛋黄
牙龈肿胀,乌骨鸡
牙龈肿胀,葵花子仁
牙龈肿胀,鹿肉
牙龈肿胀,乌骨鸡
牙龈肿胀,葵花子仁
牙龈肿胀,花生
牙龈肿胀,鹿肉
牙龈肿胀,乌骨鸡
牙龈肿胀,葵花子仁
牙龈肿胀,花生
牙龈肿胀,鸡蛋清
牙龈肿胀,鸡蛋
牙龈肿胀,鸽蛋
牙龈肿胀,鸭肉
牙龈肿胀,鸡蛋黄
牙龈肿胀,芝麻
牙龈肿胀,莲子
牙龈肿胀,绿豆沙
牙龈肿胀,鸡蛋
牙龈肿胀,鸡肉
牙龈肿胀,芝麻
牙龈肿胀,腰果
牙龈肿胀,咸鸭蛋
牙龈肿胀,鸡肝
牙龈肿胀,松子（炒）
牙龈肿胀,南瓜子仁
牙龈肿胀,蜂蜜
牙龈肿胀,鹌鹑蛋
牙龈肿胀,鸡心
牙龈肿胀,鹅肉
牙龈肿胀,鸡蛋
牙龈肿胀,杏仁
牙龈肿胀,南瓜
牙龈肿胀,胡萝卜
牙龈肿胀,鸡蛋
牙龈肿胀,杏仁
牙龈肿胀,南瓜
牙龈肿胀,茯苓
泪溢,薇菜
泪溢,鸡蛋黄
泪溢,松子仁
泪溢,南瓜子仁
泪溢,鸡蛋黄
泪溢,杏仁
泪溢,葵花子仁
泪溢,黑芝麻
泪溢,鸡蛋黄
泪溢,鸡蛋
泪溢,杏仁
泪溢,葵花子仁
泪溢,蜂蜜
泪溢,鸡蛋黄
泪溢,核桃
泪溢,白果（鲜）
泪溢,鸡蛋
泪溢,鸡肉
泪溢,南瓜子仁
泪溢,莲子
顽固性头痛,薇菜
顽固性头痛,鸡蛋黄
顽固性头痛,松子仁
顽固性头痛,南瓜子仁
顽固性头痛,鸭肝
顽固性头痛,鸡腿
顽固性头痛,鸡肉
顽固性头痛,鹅肉
假性前房积脓,鸡蛋黄
假性前房积脓,腰果
假性前房积脓,松子仁
假性前房积脓,南瓜子仁
假性前房积脓,薇菜
假性前房积脓,蜂蜜
假性前房积脓,鸭肝
假性前房积脓,葵花子仁
假性前房积脓,腰果
假性前房积脓,南瓜子仁
假性前房积脓,绿豆
假性前房积脓,黄豆粉
假性前房积脓,芝麻
假性前房积脓,葵花子仁
假性前房积脓,花生
假性前房积脓,白果（干）
大角膜,鸡蛋黄
大角膜,腰果
大角膜,松子仁
大角膜,南瓜子仁
大角膜,蜂蜜
大角膜,鸭肝
大角膜,葵花子仁
大角膜,花生
大角膜,栗子（鲜）
大角膜,葵花子仁
大角膜,白果（干）
大角膜,绿豆
大角膜,芝麻
大角膜,莲子
大角膜,黑豆
大角膜,赤小豆
视网膜脱离,鸡蛋黄
视网膜脱离,腰果
视网膜脱离,松子仁
视网膜脱离,南瓜子仁
视网膜脱离,薇菜
视网膜脱离,鸡蛋黄
