Symptom,commonDrug
食管腔狭窄,整蛋白型肠内营养剂(粉剂)
食管腔狭窄,整蛋白型肠内营养剂(粉剂)
食管腔狭窄,肠内营养混悬液(TPF)
缺碘,左甲状腺素钠片
缺碘,夏枯草膏
缺碘,左甲状腺素钠片
缺碘,夏枯草膏
缺碘,左甲状腺素钠片
缺碘,夏枯草膏
缺碘,左甲状腺素钠片
缺碘,甲状腺片
神经性厌食,甘草锌胶囊
神经性厌食,甘草锌颗粒
神经性厌食,复方胃蛋白酶颗粒
神经性厌食,五维他口服溶液
神经性厌食,复合乳酸菌胶囊
神经性厌食,酪酸梭菌活菌散
神经性厌食,黄体酮胶囊
神经性厌食,止痛化癥片
神经性厌食,甘草锌胶囊
神经性厌食,甘草锌颗粒
青春期身体发育缓慢,甘草锌胶囊
青春期身体发育缓慢,甘草锌颗粒
口腔粘膜色素沉着,维生素B2片
口腔粘膜色素沉着,维生素B1丸
口腔粘膜色素沉着,氯雷他定片
口腔粘膜色素沉着,氯雷他定胶囊
口腔粘膜色素沉着,羟基脲片
口腔粘膜色素沉着,司莫司汀胶囊
口腔粘膜色素沉着,丁硼乳膏
口腔粘膜色素沉着,牛黄解毒丸
呼吸窘迫综合症,维生素E软胶囊
呼吸窘迫综合症,乳酸左氧氟沙星片
呼吸窘迫综合症,喷托维林氯化铵糖浆
呼吸窘迫综合症,硫酸锌片
呼吸窘迫综合症,注射用二巯丁二钠
呼吸窘迫综合症,利巴韦林片
呼吸窘迫综合症,肺力咳合剂
膀胱结石,氧氟沙星片
膀胱结石,金刚片
膀胱结石,荡石片
膀胱结石,排石颗粒
膀胱结石,非那雄胺片
膀胱结石,盐酸特拉唑嗪胶囊
膀胱结石,荡石片
膀胱结石,排石颗粒
骶尾部窦道形成,阿莫西林克拉维酸钾(4:1)分散片
骶尾部窦道形成,回生甘露丸
骶尾部窦道形成,氯霉素片
骶尾部窦道形成,盐酸克林霉素棕榈酸酯颗粒
脓包,阿莫西林克拉维酸钾(4:1)分散片
脓包,回生甘露丸
脓包,头孢氨苄胶囊
脓包,氨苄西林胶囊
脓包,硝酸咪康唑乳膏
脓包,盐酸布替萘芬乳膏
脓包,头孢氨苄胶囊
脓包,丙酸氯倍他索乳膏
脐湿,注射用青霉素钠
脐湿,注射用青霉素钾
脐湿,盐酸克林霉素棕榈酸酯分散片
脐湿,盐酸克林霉素胶囊
囊肿样改变,盐酸左氧氟沙星胶囊
囊肿样改变,消炎利胆软胶囊
囊肿样改变,醋酸泼尼松片
囊肿样改变,苯丁酸氮芥片
囊肿样改变,阿司匹林肠溶胶囊
囊肿样改变,青霉素V钾胶囊
囊肿壁薄且内含...,盐酸左氧氟沙星胶囊
囊肿壁薄且内含...,消炎利胆软胶囊
囊肿壁薄且内含...,维生素E软胶囊
囊肿壁薄且内含...,醋酸泼尼松片
囊肿壁薄且内含...,苯丁酸氮芥片
糖类皮质激素分泌过多,转移因子口服溶液
糖类皮质激素分泌过多,消银颗粒
糖类皮质激素分泌过多,醋酸奥曲肽注射液
糖类皮质激素分泌过多,注射用醋酸奥曲肽
指甲呈现黑色,硝酸咪康唑乳膏
指甲呈现黑色,伊曲康唑胶囊
甲身凹沟,硝酸咪康唑乳膏
甲身凹沟,伊曲康唑胶囊
甲身凹沟,曲安奈德益康唑乳膏
甲身凹沟,克霉唑乳膏
甲身凹沟,曲安奈德益康唑乳膏
甲身凹沟,夫西地酸乳膏
甲身凹沟,通脉养心丸
甲身凹沟,宁心宝胶囊
指甲变软或发生变形,硝酸咪康唑乳膏
指甲变软或发生变形,伊曲康唑胶囊
浅棕色斑点,排毒养颜片
浅棕色斑点,调经养颜片
浅棕色斑点,维A酸乳膏
浅棕色斑点,维生素A软胶囊
浅棕色斑点,维生素E软胶囊
浅棕色斑点,维A酸乳膏
浅棕色斑点,维生素C咀嚼片
浅棕色斑点,维生素C片
浅棕色斑点,维A酸乳膏
幻肢痛,盐酸甲氯芬酯胶囊
幻肢痛,地塞米松磷酸钠注射液
幻肢痛,吡拉西坦片
幻肢痛,吡拉西坦胶囊
感觉倒错,盐酸甲氯芬酯胶囊
感觉倒错,地塞米松磷酸钠注射液
感觉倒错,吡拉西坦片
感觉倒错,吡拉西坦胶囊
感觉倒错,甲钴胺片
感觉倒错,甲钴胺分散片
思维紊乱,参志胶囊
思维紊乱,宁心益智胶囊
思维紊乱,盐酸舍曲林片
思维紊乱,妇宁康胶囊
思维紊乱,谷维素片
思维紊乱,氯氮平口腔崩解片
思维紊乱,呋塞米片
思维紊乱,包醛氧淀粉胶囊
思维紊乱,氟哌啶醇片
思维紊乱,奋乃静片
直肠脱垂,塞来昔布胶囊
直肠脱垂,硫化钠薄荷脑溶液
直肠脱垂,曲咪新乳膏
直肠脱垂,京万红软膏
直肠脱垂,补中益气丸
直肠脱垂,三七化痔丸
直肠脱垂,便秘通软膏
直肠脱垂,牛黄解毒丸
直肠脱垂,补中益气丸
直肠脱垂,三七化痔丸
直肠脱垂,补中益气丸
直肠脱垂,三七化痔丸
无胡须腋毛和阴毛,注射用重组人绒促性素
无胡须腋毛和阴毛,注射用绒促性素
精子稀少,注射用重组人绒促性素
精子稀少,注射用绒促性素
精子稀少,枸橼酸西地那非片
精子稀少,甲磺酸溴隐亭片
精子稀少,枸橼酸氯米芬片
精子稀少,甘草锌胶囊
精子稀少,吡拉西坦片
牙齿神经痛,丁硼乳膏
牙齿神经痛,甲硝唑片
牙齿神经痛,丁硼乳膏
牙齿神经痛,甲硝唑片
牙齿神经痛,布洛芬片
牙齿神经痛,贝诺酯片
指甲很短,曲安奈德益康唑乳膏
指甲很短,克霉唑乳膏
指甲很短,硫酸锌片
指甲很短,注射用重组人生长激素
脚趾甲内长,曲安奈德益康唑乳膏
脚趾甲内长,克霉唑乳膏
脚趾甲内长,鱼肝油乳
脚趾甲内长,维生素AD滴剂(胶囊型)
脚趾甲内长,盐酸仑氨西林片
脚趾甲内长,夫西地酸乳膏
脚趾甲内长,氢氯噻嗪片
脚趾甲内长,呋塞米注射液
脚趾甲内长,盐酸仑氨西林片
脚趾甲内长,夫西地酸乳膏
脚趾甲内长,曲安奈德益康唑乳膏
脚趾甲内长,夫西地酸乳膏
指甲与肉分离,曲安奈德益康唑乳膏
指甲与肉分离,克霉唑乳膏
指甲与肉分离,硝酸咪康唑乳膏
指甲与肉分离,复方酮康唑软膏
指甲倒刺,曲安奈德益康唑乳膏
指甲倒刺,克霉唑乳膏
指甲嵌入肉,曲安奈德益康唑乳膏
指甲嵌入肉,克霉唑乳膏
指甲嵌入肉,盐酸甲氯芬酯胶囊
指甲嵌入肉,地塞米松磷酸钠注射液
掌跖角化过度,盐酸甲氯芬酯胶囊
掌跖角化过度,地塞米松磷酸钠注射液
掌跖角化过度,参归润燥搽剂
掌跖角化过度,复方乳酸乳膏
掌跖角化过度,维A酸乳膏
掌跖角化过度,维生素A软胶囊
掌跖角化过度,马来酸氯苯那敏片
掌跖角化过度,盐酸异丙嗪片
掌跖角化过度,甘草锌胶囊
掌跖角化过度,吡拉西坦片
掌跖角化过度,头孢氨苄胶囊
掌跖角化过度,盐酸左氧氟沙星胶囊
掌跖角化过度,丙酸氯倍他索乳膏
掌跖角化过度,转移因子口服溶液
掌跖角化过度,马来酸氯苯那敏片
掌跖角化过度,醋酸氟轻松乳膏
掌跖角化过度,维A酸乳膏
掌跖角化过度,维生素A软胶囊
掌跖角化过度,乳酸左氧氟沙星片
掌跖角化过度,阿奇霉素片
掌跖角化过度,维A酸乳膏
掌跖角化过度,维生素A软胶囊
足底脱皮,四维他胶囊
足底脱皮,核黄素磷酸钠注射液
饮酒性面红,盐酸帕罗西汀片
饮酒性面红,盐酸氯米帕明片
绝经期面红,盐酸帕罗西汀片
绝经期面红,盐酸氯米帕明片
绝经期面红,坤泰胶囊
绝经期面红,己烯雌酚片
组胺性面红,盐酸帕罗西汀片
组胺性面红,盐酸氯米帕明片
出现毒性颗粒,肠内营养混悬液(SP)
出现毒性颗粒,阿莫西林克拉维酸钾片
角质增厚,硝酸咪康唑乳膏
角质增厚,复方酮康唑软膏
角质增厚,维A酸乳膏
角质增厚,维生素A软胶囊
角质增厚,五妙水仙膏
角质增厚,复方硝酸溶液
角质增厚,独一味颗粒
角质增厚,独一味软胶囊
角质增厚,维A酸乳膏
角质增厚,维生素A软胶囊
角质增厚,注射用香菇多糖
角质增厚,苦参碱氯化钠注射液
肾部积水现象,包醛氧淀粉胶囊
肾部积水现象,肾炎四味胶囊
巨输尿管症,乳酸左氧氟沙星片
巨输尿管症,阿奇霉素片
倒睫,氯霉素滴眼液
倒睫,退障眼膏
倒睫,唐草片
倒睫,环孢素软胶囊
倒睫,复方硫酸新霉素滴眼液
倒睫,牛黄解毒丸
倒睫,牛黄解毒片
小儿曳足而行,盐酸氨基葡萄糖胶囊
小儿曳足而行,跳骨片
病理性黄疸,依托红霉素片
病理性黄疸,硬脂酸红霉素颗粒
病理性黄疸,阿德福韦酯片
病理性黄疸,二十五味松石丸
耳孔处肿物,无极膏
耳孔处肿物,复方曲安奈德乳膏
耳孔处肿物,头孢氨苄胶囊
耳孔处肿物,氨苄西林胶囊
耳孔处肿物,丙酸氯倍他索乳膏
耳孔处肿物,转移因子口服溶液
尿中组织胺排泄增加,无极膏
尿中组织胺排泄增加,复方曲安奈德乳膏
尿中组织胺排泄增加,氯雷他定片
尿中组织胺排泄增加,氯雷他定胶囊
日轻夜重的瘙痒,甲硝唑乳膏
日轻夜重的瘙痒,夏桑菊颗粒
日轻夜重的瘙痒,氯雷他定糖浆
日轻夜重的瘙痒,氯雷他定片
冬季皮肤瘙痒,甲硝唑乳膏
冬季皮肤瘙痒,夏桑菊颗粒
冬季皮肤瘙痒,氯雷他定片
冬季皮肤瘙痒,氯雷他定胶囊
冬季皮肤瘙痒,氯雷他定糖浆
冬季皮肤瘙痒,氯雷他定片
冬季皮肤瘙痒,氯雷他定糖浆
冬季皮肤瘙痒,氯雷他定片
疥疮结节,甲硝唑乳膏
疥疮结节,夏桑菊颗粒
疥疮结节,乳酸左氧氟沙星片
疥疮结节,阿奇霉素片
疥疮结节,盐酸甲氯芬酯胶囊
疥疮结节,地塞米松磷酸钠注射液
粟粒样丘疹,甲硝唑乳膏
粟粒样丘疹,夏桑菊颗粒
粟粒样丘疹,甲硝唑凝胶
粟粒样丘疹,复方珍珠解毒口服液
粟粒样丘疹,头孢氨苄胶囊
粟粒样丘疹,阿莫西林颗粒
疥疮恐惧,甲硝唑乳膏
疥疮恐惧,夏桑菊颗粒
疥疮恐惧,盐酸帕罗西汀片
疥疮恐惧,盐酸氯米帕明片
疥疮恐惧,利福喷丁胶囊
疥疮恐惧,异烟肼片
手上有小水泡,甲硝唑乳膏
手上有小水泡,夏桑菊颗粒
手上有小水泡,利巴韦林分散片
手上有小水泡,阿昔洛韦分散片
手上有小水泡,头孢氨苄胶囊
手上有小水泡,盐酸左氧氟沙星胶囊
癫痫的全身强直...,普瑞巴林胶囊
癫痫的全身强直...,吡拉西坦片
癫痫的全身强直...,普瑞巴林胶囊
癫痫的全身强直...,吡拉西坦片
癫痫的全身强直...,鸦胆子油口服乳液
癫痫的全身强直...,吡拉西坦葡萄糖注射液
癫痫的全身强直...,左乙拉西坦片
癫痫的全身强直...,苯妥英钠片
癫痫的全身强直...,左乙拉西坦片
癫痫的全身强直...,苯妥英钠片
手表皮深处的水疱,醋酸泼尼松龙片
手表皮深处的水疱,泼尼松龙片
手表皮深处的水疱,头孢氨苄胶囊
手表皮深处的水疱,甘草锌颗粒
手表皮深处的水疱,头孢氨苄胶囊
手表皮深处的水疱,盐酸左氧氟沙星胶囊
抽筋,氯化钠注射液
抽筋,呋塞米片
抽筋,包醛氧淀粉胶囊
牙齿咬合无力,人工牛黄甲硝唑胶囊
牙齿咬合无力,地巴唑片
牙齿咬合无力,甲钴胺胶囊
牙齿颜色异常,人工牛黄甲硝唑胶囊
化妆品的毛发损害,麦迪霉素片
化妆品的毛发损害,阿莫西林胶囊
化妆品的毛发损害,非那雄胺片
化妆品的毛发损害,荣发胶囊
眉毛变白,麦迪霉素片
眉毛变白,阿莫西林胶囊
眉毛变白,丙酸氯倍他索乳膏
眉毛变白,他卡西醇软膏
眉毛变白,麦迪霉素片
眉毛变白,阿莫西林胶囊
腠理不固,麦迪霉素片
腠理不固,阿莫西林胶囊
逯长平,阿奇霉素片
逯长平,阿奇霉素分散片
妙存帅,阿奇霉素片
妙存帅,阿奇霉素分散片
触觉失调,利福喷丁胶囊
触觉失调,沙利度胺片
眼球运动偏斜扭转,布洛芬缓释胶囊
眼球运动偏斜扭转,依托芬那酯凝胶
不良建筑综合征,乳酸左氧氟沙星片
不良建筑综合征,阿奇霉素分散片
骨骼停止发育,十一酸睾酮软胶囊
骨骼停止发育,再造生血片
口腔黏膜黄豆大...,丁硼乳膏
口腔黏膜黄豆大...,环酯红霉素片
口腔黏膜黄豆大...,丁硼乳膏
口腔黏膜黄豆大...,环酯红霉素片
口腔黏膜黄豆大...,丁硼乳膏
口腔黏膜黄豆大...,甘草锌胶囊
口腔黏膜黄豆大...,甲硝唑芬布芬胶囊
口腔黏膜黄豆大...,维生素B2片
味觉异常,丁硼乳膏
味觉异常,环酯红霉素片
味觉异常,地巴唑片
味觉异常,甲钴胺片
喉管阻塞,注射用甲磺酸帕珠沙星
喉管阻塞,甲硝唑氯化钠注射液
喉管阻塞,头孢氨苄胶囊
喉管阻塞,依诺沙星乳膏
喉管阻塞,外伤如意膏
帕里诺眼-腺综合征,注射用甲磺酸帕珠沙星
帕里诺眼-腺综合征,甲硝唑氯化钠注射液
帕里诺眼-腺综合征,消癌平片
帕里诺眼-腺综合征,阿魏化痞膏
气息异常,乳酸左氧氟沙星片
气息异常,喷托维林氯化铵糖浆
气息异常,注射用过氧化碳酰胺
气息异常,金嗓散结丸
气息异常,黄氏响声含片
气息异常,盐酸甲氯芬酯胶囊
气息异常,地塞米松磷酸钠注射液
腘动脉搏动减弱或消失,双嘧达莫片
腘动脉搏动减弱或消失,华法林钠片
疤痕处破损后出现溃疡,哈西奈德溶液
疤痕处破损后出现溃疡,积雪苷霜软膏
疤痕处破损后出现溃疡,利福喷丁胶囊
疤痕处破损后出现溃疡,异烟肼片
乳头样增生变化,哈西奈德溶液
乳头样增生变化,积雪苷霜软膏
乳头样增生变化,维A酸乳膏
乳头样增生变化,维生素A软胶囊
风丘疹,丙酸氯倍他索乳膏
风丘疹,他卡西醇软膏
风丘疹,氯雷他定糖浆
风丘疹,氯雷他定片
肋骨痛,鲑降钙素注射液
肋骨痛,治伤胶囊
神经性耳聋,强力康颗粒
神经性耳聋,司莫司汀胶囊
神经性耳聋,羟苯磺酸钙胶囊
神经性耳聋,明目地黄丸
神经性耳聋,龙胆泻肝丸
神经性耳聋,龙胆泻肝片
神经性耳聋,匹多莫德胶囊
神经性耳聋,外用重组人表皮生长因子
神经性耳聋,硫酸锌片
神经性耳聋,注射用重组人生长激素
神经性耳聋,阿奇霉素片
神经性耳聋,阿奇霉素分散片
神经性耳聋,普瑞巴林胶囊
神经性耳聋,吡拉西坦片
骨痹,双蚁祛湿通络胶囊
骨痹,麝香壮骨膏
骨痹,尼美舒利胶囊
骨痹,骨肽片
风湿性血管炎,双蚁祛湿通络胶囊
风湿性血管炎,麝香壮骨膏
风湿性血管炎,双嘧达莫片
风湿性血管炎,华法林钠片
风湿性血管炎,依托红霉素片
风湿性血管炎,妇科止痒胶囊
腰背部有皮毛窦,金刚藤口服液
腰背部有皮毛窦,小金胶囊
腰背部有皮毛窦,普卢利沙星胶囊
腹壁外侧包块...,小儿暖脐膏
腹壁外侧包块...,十香暖脐膏
腹壁外侧包块...,地奥司明片
腹壁外侧包块...,脉络舒通颗粒
腹壁外侧包块...,强力康颗粒
腹壁外侧包块...,注射用硫酸长春新碱
腹壁外侧包块...,头孢氨苄胶囊
腹壁外侧包块...,盐酸左氧氟沙星胶囊
疝区的疼痛或坠胀感,小儿暖脐膏
疝区的疼痛或坠胀感,十香暖脐膏
疝区的疼痛或坠胀感,十香丸
疝区的疼痛或坠胀感,茴香橘核丸
疝区的疼痛或坠胀感,头孢氨苄胶囊
疝区的疼痛或坠胀感,氨苄西林胶囊
疝区的疼痛或坠胀感,小儿暖脐膏
疝区的疼痛或坠胀感,十香暖脐膏
疝区的疼痛或坠胀感,小儿暖脐膏
疝区的疼痛或坠胀感,十香暖脐膏
囟门跳动,鸦胆子油口服乳液
囟门跳动,吡拉西坦葡萄糖注射液
囟门跳动,注射用七叶皂苷钠
囟门跳动,七叶皂苷钠片
感染性鼻炎,盐酸左氧氟沙星胶囊
感染性鼻炎,依托红霉素片
感染性鼻炎,注射用盐酸平阳霉素
感染性鼻炎,鱼肝油酸钠注射液
感染性鼻炎,维C银翘片
感染性鼻炎,阿奇霉素片
面部水肿,乳酸左氧氟沙星片
面部水肿,阿奇霉素片
面部水肿,羧甲司坦片
面部水肿,小儿肺热平胶囊
面部水肿,平消片
面部水肿,强力康颗粒
面部水肿,复方α-酮酸片
面部水肿,调元大补二十五味汤散
面部水肿,左甲状腺素钠片
面部水肿,甲状腺片
面部水肿,诺氟沙星胶囊
面部水肿,氯霉素片
面部水肿,抗栓胶囊
面部水肿,地奥司明片
面部水肿,调元大补二十五味汤散
面部水肿,呋塞米片
面部水肿,平消片
面部水肿,强力康颗粒
面部水肿,左甲状腺素钠片
面部水肿,夏枯草膏
面部水肿,调元大补二十五味汤散
面部水肿,呋塞米片
面部水肿,赖氨葡锌颗粒
面部水肿,葡萄糖酸锌颗粒
面部水肿,呋塞米片
面部水肿,结石通茶
面部水肿,呋塞米片
面部水肿,肾炎安胶囊
阴唇融合,甲泼尼龙片
阴唇融合,醋酸氢化可的松片
阴唇融合,重组人生长激素注射液
阴唇融合,注射用重组人生长激素
汗毛过多,丙硫氧嘧啶片
汗毛过多,对氨基水杨酸钙片
青少年脊柱侧凸,酮洛芬缓释胶囊
青少年脊柱侧凸,奥沙普秦肠溶片
青少年脊柱侧凸,地巴唑片
青少年脊柱侧凸,乙酰谷酰胺注射液
注意力缺乏多动症,地牡宁神口服液
注意力缺乏多动症,静灵口服液
注意力缺乏多动症,盐酸帕罗西汀片
注意力缺乏多动症,盐酸丁螺环酮片
注意力缺乏多动症,地牡宁神口服液
注意力缺乏多动症,静灵口服液
颈髓完全性损伤,阿仑膦酸钠片
颈髓完全性损伤,接骨续筋片
痛觉与温度觉减...,骨刺片
痛觉与温度觉减...,氨糖美辛肠溶片
痛觉与温度觉减...,咪康唑氯倍他索乳膏
痛觉与温度觉减...,曲安奈德益康唑乳膏
骨骼变形缩短,左甲状腺素钠片
骨骼变形缩短,甲状腺片
骨骼变形缩短,注射用盐酸平阳霉素
骨骼变形缩短,鱼肝油酸钠注射液
手足发抖,左甲状腺素钠片
手足发抖,甲状腺片
手足发抖,健儿清解液
手足发抖,小儿喜食糖浆
手足发抖,卡托普利片
手足发抖,呋塞米片
手足发抖,益肾灵颗粒
手足发抖,补肾斑龙片
胃肠道功能不好,双嘧达莫片
胃肠道功能不好,华法林钠片
胃肠道功能不好,乳酸左氧氟沙星片
胃肠道功能不好,诺氟沙星胶囊
胃肠道功能不好,吗替麦考酚酯胶囊
胃肠道功能不好,他克莫司胶囊
颈动脉搏动减弱或消失,甘油氯化钠注射液
颈动脉搏动减弱或消失,胞磷胆碱钠氯化钠注射液
颈动脉搏动减弱或消失,醋酸泼尼松片
颈动脉搏动减弱或消失,马栗种子提取物片
颈动脉搏动减弱或消失,辛伐他汀片
颈动脉搏动减弱或消失,盐酸普萘洛尔片
颈动脉搏动减弱或消失,杞菊地黄丸
颈动脉搏动减弱或消失,明目地黄丸
心音及脉搏消失,甘油氯化钠注射液
心音及脉搏消失,胞磷胆碱钠氯化钠注射液
心音及脉搏消失,安宫牛黄丸
心音及脉搏消失,长春西汀片
心音及脉搏消失,呋塞米片
心音及脉搏消失,氢氯噻嗪片
心音及脉搏消失,单硝酸异山梨酯胶囊
心音及脉搏消失,辛伐他汀片
脑白质脱髓鞘,甘油氯化钠注射液
脑白质脱髓鞘,胞磷胆碱钠氯化钠注射液
脑白质脱髓鞘,注射用盐酸博来霉素
脑白质脱髓鞘,强力康颗粒
脑白质脱髓鞘,维生素B2片
脑白质脱髓鞘,肠内营养乳剂(TP)
大便黑绿色,香砂养胃丸
大便黑绿色,马来酸曲美布汀分散片
大便黑绿色,乳酸左氧氟沙星片
大便黑绿色,诺氟沙星胶囊
大便频繁,香砂养胃丸
大便频繁,马来酸曲美布汀分散片
上吐下泻,香砂养胃丸
上吐下泻,马来酸曲美布汀分散片
上吐下泻,盐酸小檗碱片
上吐下泻,颠茄磺苄啶片
大便色深,香砂养胃丸
大便色深,马来酸曲美布汀分散片
大便色深,复方万年青胶囊
大便色深,消癌平片
大便色深,乳酸左氧氟沙星片
大便色深,诺氟沙星胶囊
尺动脉或桡动脉...,安宫牛黄丸
尺动脉或桡动脉...,长春西汀片
尺动脉或桡动脉...,盐酸美西律片
尺动脉或桡动脉...,参龙宁心胶囊
细网状到斑片状...,硝酸咪康唑乳膏
细网状到斑片状...,盐酸布替萘芬乳膏
细网状到斑片状...,克霉唑阴道片
细网状到斑片状...,硝酸咪康唑乳膏
婴儿头皮结血痂,肝素钠乳膏
婴儿头皮结血痂,肤痒颗粒
婴儿头皮结血痂,克林霉素甲硝唑搽剂
婴儿头皮结血痂,曲咪新乳膏
婴儿湿疹,肝素钠乳膏
婴儿湿疹,肤痒颗粒
婴儿湿疹,糠酸莫米松凝胶
婴儿湿疹,止痒消炎水
背胀,布洛芬片
背胀,双氯芬酸钠凝胶
背胀,消炎镇痛膏
背胀,舒筋活血片
阴囊水肿,甲氨蝶呤片
阴囊水肿,十六味马蔺子丸
阴囊水肿,复方α-酮酸片
阴囊水肿,调元大补二十五味汤散
阴囊水肿,小儿暖脐膏
阴囊水肿,十香暖脐膏
一侧下腹坠痛,金刚藤口服液
一侧下腹坠痛,小金胶囊
一侧下腹坠痛,小儿暖脐膏
一侧下腹坠痛,十香暖脐膏
卵巢萎缩,枸橼酸氯米芬片
卵巢萎缩,调经促孕丸
卵巢萎缩,坤泰胶囊
卵巢萎缩,己烯雌酚片
Howship...,小儿暖脐膏
Howship...,十香暖脐膏
闭孔神经损害,小儿暖脐膏
闭孔神经损害,十香暖脐膏
小支气管痉挛,羧甲司坦片
小支气管痉挛,小儿珍贝散
小支气管痉挛,香菇多糖片
小支气管痉挛,甘露聚糖肽口服溶液
刷牙出血,硫唑嘌呤片
刷牙出血,消癌平片
刷牙出血,苯丁酸氮芥片
刷牙出血,复方斑蝥胶囊
刷牙出血,丁硼乳膏
刷牙出血,头孢氨苄胶囊
刷牙出血,丁硼乳膏
刷牙出血,甲硝唑片
刷牙出血,丁硼乳膏
刷牙出血,头孢氨苄胶囊
刷牙出血,生血宁片
刷牙出血,芦丁片
巨脾症,硫唑嘌呤片
巨脾症,消癌平片
巨脾症,益肾灵颗粒
巨脾症,补肾斑龙片
黏膜出现出血点,硫唑嘌呤片
黏膜出现出血点,消癌平片
黏膜出现出血点,十一酸睾酮软胶囊
黏膜出现出血点,再造生血片
慢性贫血,肠内营养乳剂(TP)
慢性贫血,肠内营养混悬液(SP)
慢性贫血,注射用盐酸平阳霉素
慢性贫血,鱼肝油酸钠注射液
慢性贫血,注射用腺苷钴胺
慢性贫血,盐酸普萘洛尔片
慢性贫血,阿替洛尔片
慢性贫血,注射用盐酸平阳霉素
慢性贫血,鱼肝油酸钠注射液
慢性贫血,硫唑嘌呤片
慢性贫血,醋酸泼尼松片
慢性贫血,注射用甲磺酸去铁胺
慢性贫血,去铁酮片
肢体内翻,醋酸钙颗粒
肢体内翻,小儿四维葡钙颗粒
手指不能屈伸,酮洛芬凝胶
手指不能屈伸,碘酊
手指不能屈伸,布洛芬缓释胶囊
手指不能屈伸,依托芬那酯凝胶
手指不能屈伸,关节止痛膏
手指不能屈伸,三七片
胎痣,注射用盐酸平阳霉素
胎痣,吡拉西坦葡萄糖注射液
胎痣,鱼肝油酸钠注射液
四肢震颤,乳酸左氧氟沙星片
四肢震颤,阿奇霉素片
四肢震颤,参志胶囊
四肢震颤,宁心益智胶囊
四肢震颤,巴氯芬片
四肢震颤,参志胶囊
四肢震颤,无极膏
四肢震颤,止痒消炎水
视盘倾斜,和血明目片
视盘倾斜,胰激肽原酶肠溶片
视盘倾斜,增光胶囊
视盘倾斜,眼氨肽滴眼液
视盘倾斜,地巴唑片
视盘倾斜,甲钴胺胶囊
脉搏短绌,苯磺酸氨氯地平片
脉搏短绌,丹参片
脉搏短绌,尼可地尔片
脉搏短绌,阿司匹林肠溶胶囊
脉搏短绌,尼可地尔片
脉搏短绌,阿司匹林肠溶胶囊
背部长痘,丙酸氯倍他索乳膏
背部长痘,糠酸莫米松凝胶
背部长痘,马来酸氯苯那敏片
背部长痘,醋酸氟轻松乳膏
背部长痘,硝酸咪康唑乳膏
背部长痘,盐酸布替萘芬乳膏
肚脐痒,丙酸氯倍他索乳膏
肚脐痒,糠酸莫米松凝胶
肚脐痒,注射用青霉素钠
肚脐痒,注射用青霉素钾
肚脐痒,牛黄解毒丸
肚脐痒,牛黄解毒片
糖激素依赖,丙酸氯倍他索乳膏
糖激素依赖,糠酸莫米松凝胶
糖激素依赖,咪康唑氯倍他索乳膏
糖激素依赖,曲安奈德益康唑乳膏
逆向型房室折返...,盐酸胺碘酮片
逆向型房室折返...,盐酸普罗帕酮片
大腿内侧红斑,氯雷他定糖浆
大腿内侧红斑,氯雷他定片
大腿内侧红斑,硝酸咪康唑乳膏
大腿内侧红斑,盐酸布替萘芬乳膏
大腿内侧红斑,红霉素肠溶胶囊
大腿内侧红斑,夫西地酸乳膏
大腿内侧红斑,甲硝唑凝胶
大腿内侧红斑,克林霉素甲硝唑搽剂
大腿内侧红斑,丙酸氯倍他索乳膏
大腿内侧红斑,盐酸左氧氟沙星胶囊
大腿内侧红斑,牛黄解毒丸
大腿内侧红斑,牛黄解毒片
大腿内侧红斑,头孢氨苄胶囊
大腿内侧红斑,盐酸左氧氟沙星胶囊
手脚痒,氯雷他定糖浆
手脚痒,氯雷他定片
生理性肥胖,羟苯磺酸钙胶囊
生理性肥胖,明目地黄丸
生理性肥胖,丙硫氧嘧啶片
生理性肥胖,对氨基水杨酸钙片
输卵管肿块,枸橼酸氯米芬片
输卵管肿块,调经促孕丸
输卵管肿块,醋酸甲地孕酮分散片
输卵管肿块,苯丁酸氮芥片
日晒斑,马来酸氯苯那敏片
日晒斑,日晒防治膏
日晒斑,丝白祛斑软膏
日晒斑,气血和胶囊
日晒斑,养荣祛斑膏
日晒斑,皮肤病血毒丸
手足皲裂,硝酸咪康唑乳膏
手足皲裂,酮康唑乳膏
手足皲裂,玻璃酸钠滴眼液
手足皲裂,参皇软膏
手足皲裂,维A酸乳膏
手足皲裂,维生素A软胶囊
指甲有红色或黑色斑点,硝酸咪康唑乳膏
指甲有红色或黑色斑点,酮康唑乳膏
妊娠时皮肤皱褶...,肝素钠乳膏
妊娠时皮肤皱褶...,肤痒颗粒
妊娠时皮肤皱褶...,丙酸氯倍他索乳膏
妊娠时皮肤皱褶...,盐酸左氧氟沙星胶囊
婴儿热痱,肝素钠乳膏
婴儿热痱,肤痒颗粒
婴儿热痱,糠酸莫米松凝胶
婴儿热痱,止痒消炎水
淋巴阻塞,头孢氨苄胶囊
淋巴阻塞,盐酸左氧氟沙星胶囊
胸腺缺如,胸腺肽肠溶片
胸腺缺如,脾氨肽口服冻干粉
下肢红斑结节,乳酸左氧氟沙星片
下肢红斑结节,阿奇霉素片
下肢红斑结节,麝香活血化瘀膏
髌周指压痛,小儿四维葡钙颗粒
髌周指压痛,醋酸钙颗粒
髌周指压痛,小儿四维葡钙颗粒
