name,symptom,drug
黏液纤维肉瘤,"['结节', '黏液囊肿']",[]
骨神经鞘瘤,"['神经疼痛', '骨质疏松', '坐骨神经痛', '手足麻木', '腰背痛']","['苦参碱氯化钠注射液', '顺铂注射液', '巴氯芬片', '复方阿胶补血膏', '强力康颗粒']"
黏液性小汗腺癌,['结节'],[]
积滞,"['食积口臭', '消化不良', '烦躁不安', '气血不通']","['芪枣健胃茶', '维生素BT片', '健儿糖浆', '保儿安颗粒', '小儿止泻安颗粒', '小儿喜食糖浆', '宝宝乐', '大山楂颗粒', '胰酶肠溶胶囊', '肥儿糖浆', '驱虫消食片', '小儿复方鸡内金散', '健儿清解液', '健儿消食口服液', '乳酸菌素片']"
肱骨远端全骨骺分离,"['肘部的肿胀压痛', '手腕肿痛及掌屈...', '肘部剧烈疼痛，...']","['小儿四维葡钙颗粒', '阿法骨化醇片', '醋酸钙颗粒', '阿法骨化醇胶囊', '龙牡壮骨颗粒', '维B1乳酸钙片', '三维鱼肝油乳', '阿法骨化醇软胶囊']"
急喉风,"['声音嘶哑', '三凹征', '呼吸困难', '吞咽困难', '烦躁不安', '窒息']","['复方鱼腥草片', '莲芝消炎滴丸', '复方鱼腥草滴丸', '小儿麻甘颗粒']"
骨髓-胰腺综合征,"['胰酶分泌或排出量降低', '肝功能衰竭', '乳酸蓄积过多', '胰腺外分泌功能不良']","['复方皂矾丸', '注射用依那西普', '注射用重组人干扰素γ', '高三尖杉酯碱氯化钠注射液', '重组人粒细胞刺激因子注射液', '乌苯美司胶囊', '乌苯美司片', '高三尖杉酯碱注射液']"
急黄,['苔黄腻'],"['金酸萍糖浆', '辅酶Q10胶囊', '促肝细胞生长素注射液', '15AA', '谷氨酸钠注射液', '肝复康丸']"
踝部急性韧带损伤,"['外踝前下方肿胀和疼痛', '踝关节肿胀', '内踝下区域疼痛肿胀', '瘀斑', '韧带断裂', '踝关节疼痛', '足踝捩伤']","['大活络丸', '红药片', '关节止痛膏', '麝香壮骨膏', '麝香镇痛膏', '独一味颗粒', '伤科七味片', '舒筋活血片', '威灵骨刺膏', '生三七散', '吲哚美辛肠溶片', '跌打扭伤灵酊', '辣椒碱乳膏', '伤科跌打片', '狗皮膏', '舒筋活血胶囊', '复方水杨酸甲酯苯海拉明喷雾剂', '消炎镇痛膏', '依托芬那酯凝胶']"
急淋,"['乳白色尿', '排尿时外阴灼热...', '尿血', '前列腺分泌物含...', '尿频伴尿急和尿痛']","['醋酸泼尼松龙片', '消癌平片', '注射用甲氨蝶呤', '复方环磷酰胺片', '环磷酰胺片']"
腹腔妊娠,"['腹部不适', '阴道出血', '内出血', '腹痛', '生化妊娠', '停经']","['千金保孕丸', '安胎丸', '安胎益母丸', '地诺前列酮栓']"
棘间韧带损伤,"['弯腰时腰痛', '棘突压痛', '下肢放射痛', '韧带拉伤']","['关节止痛膏', '双氯芬酸钠肠溶片', '三七片', '吲哚美辛胶囊', '氯唑沙宗片']"
棘突骨折,"['棘突压痛', '头颈部活动受限']","['接骨续筋片', '止血镇痛胶囊', '阿仑膦酸钠片']"
黏脂贮积症Ⅰ型,"['眼距宽阔', '共济失调', '视力障碍', '鼻梁平塌', '肌张力减低', '语言发育迟缓', '听力缺陷', '智力发育迟缓', '短头畸形', '惊厥']",[]
棘突滑囊炎,"['囊肿', '弯腰时腰痛', '背痛']","['布洛芬缓释混悬液', 'Ⅰ', '布洛芬缓释胶囊', '双氯芬酸钠肠溶片', '复方水杨酸甲酯乳膏', '双氯芬酸二乙胺凝胶', '布洛芬片', '双氯芬酸钠缓释片', '吲哚美辛胶囊', '依托芬那酯凝胶']"
脊髓蛛网膜炎,"['感觉障碍', '肌肉萎缩', '感觉分离', '腱反射亢进', '尿失禁', '蛛网膜腔内囊肿', '脊髓压迫']","['氯霉素片', '注射用头孢哌酮钠舒巴坦钠', '注射用头孢曲松钠']"
黏脂贮积症Ⅱ型,"['齿龈增生', '短颈', '胸廓畸形', '收缩期杂音', '髋关节脱位', '鼻梁平塌', '反复上呼吸道感染', '腹部逐渐胀大', '眼睑肥厚']",[]
脊髓火器伤,"['胁部肿胀', '运动功能障碍', '头颈部活动受限', '排尿困难及尿潴留', '感觉障碍']","['单唾液酸四己糖神经节苷脂钠盐注射液', '脑苷肌肽注射液', '盐酸乙哌立松颗粒', '丹曲林钠胶囊', '单唾液酸四已糖神经节苷脂钠注射液']"
黏脂贮积症Ⅲ型,"['腕管综合征', '溶酶体酶缺陷', '爪状趾', '短颈', '脊柱侧弯', '角膜混浊', '肩关节活动受限', '髋关节发育不良']",[]
棘突压痛,"['棘突压痛', '韧带拉伤', '肌肉拉伤']","['根痛平片', '骨刺平片', '骨刺片', '骨刺胶囊', '抑眩宁胶囊', '颈康胶囊', '氨糖美辛肠溶片', '复方七叶皂苷钠凝胶', '骨筋丸胶囊', '颈痛片', '抗骨增生片', '藤黄健骨胶囊', '灵仙跌打片', '抗骨质增生丸', '根痛平颗粒', '腰息痛胶囊', '藤黄健骨丸']"
桡骨干骨折,"['肢体僵硬感', '手腕肿痛及掌屈...']","['骨折挫伤胶囊', '复方三七胶囊', '跌打损伤丸', '接骨丸', '骨松宝胶囊', '双虎肿痛宁', '骨肽片', '独一味颗粒', '伤科七味片', '舒筋活血片', '三七片', '8-11', '伤科跌打丸', '接骨七厘片', '灵仙跌打片', '骨炎灵片', '伤科跌打片', '八味秦皮丸', '舒筋活血胶囊', '鹿瓜多肽注射液']"
黏脂贮积症Ⅳ型,"['腱反射亢进', '踝阵挛', '角膜混浊', '肌张力减低']",[]
脊髓灰质炎后遗症,"['脊髓内空洞形成', '脊髓半切综合征', '脊髓的浸润', '脊髓前角病变', '青少年脊柱侧凸']","['地巴唑片', '乙酰谷酰胺注射液', '注射用乙酰谷酰胺', '氢溴酸加兰他敏注射液']"
念珠菌病,"['脑膜炎', '疱疹', '创伤', '丘疹', '脓疱', '心包炎', '胸骨后疼痛', '三联征', '脓肿']","['硝酸咪康唑乳膏', '盐酸特比萘芬片', '酮康唑乳膏', '氟康唑片', '环吡酮胺乳膏', '硝酸益康唑溶液', '伊曲康唑胶囊', '克霉唑阴道片', '氟康唑胶囊', '硝酸益康唑乳膏', '盐酸特比萘芬凝胶', '盐酸特比萘芬溶液', '联苯苄唑乳膏', '转移因子口服溶液', '硝酸咪康唑栓']"
热带痉挛性轻截瘫,"['无力', '小脑性共济失调', '共济失调', '截瘫', '腱反射亢进', '感觉障碍']",[]
脊椎骨质增生,"['脊柱退变', '下肢无力', '胸椎疼痛', '胫骨假关节形成', '脊柱破坏', '颈椎关节的根性疼痛', '腰长骨刺', '腰脊椎疼痛', '骨刺形成']","['骨刺平片', '骨刺片', '骨刺胶囊', '骨质宁搽剂', '骨筋丸胶囊', '抗骨增生片', '威灵骨刺膏', '骨刺消痛胶囊', '抗骨质增生丸', '灵仙跌打片', '雪山金罗汉止痛涂膜剂', '骨刺消痛液', '藤黄健骨丸', '骨增生镇痛膏']"
念珠状发,"['精神障碍', '牙齿异常', '结节']",[]
同种免疫性新生儿血小板减少性紫癜,"['颅内出血', '血小板减少']","['转移因子胶囊', '氨肽素片', '芦丁片', '曲克芦丁片', '复方芦丁片', '盐酸异丙嗪片', '马来酸氯苯那敏片']"
脊椎外伤,"['压缩型骨折', '撕脱骨折', '骨质破坏', '截瘫']","['接骨续筋片', '止血镇痛胶囊', '阿仑膦酸钠片']"
念珠状红苔藓,"['丘疹', '瘙痒']","['复方酮康唑乳膏', '盐酸布替萘芬乳膏', '硝酸咪康唑乳膏', '三味清热止痒洗剂', '酮康唑乳膏', '顽癣净', '环吡酮胺乳膏', '咪康唑氯倍他索乳膏', '硝酸益康唑溶液', '复方酮康唑软膏', '化毒丹', '硝酸益康唑乳膏', '盐酸特比萘芬凝胶', '盐酸特比萘芬溶液', '酞丁安乳膏', '联苯苄唑乳膏', '曲咪新乳膏']"
夹色伤寒,"['弦脉', '烦热', '尿赤', '低位腰痛', '胸闷', '潮红潮热', '进食呕吐']","['乳酸左氧氟沙星分散片', '诺氟沙星胶囊', '乳酸左氧氟沙星片']"
鸟枪弹样视网膜脉络膜病变,"['眼前冒紫烟', '炎性细胞浸润', '黑斑', '视力障碍', '眼前黑影', '夜盲', '视网膜出血', '色觉异常']","['复方樟柳碱注射液', '杞菊地黄丸', '杞菊地黄口服液', '肌苷口服溶液']"
胸椎椎管狭窄症,"['踝阵挛', '背痛', '驼背', '脊髓受压', '呼吸困难', '韧带骨化', '腰椎椎管狭窄', '胸闷', '截瘫', '尿失禁']",[]
夹阴伤寒,"['微脉', '饭后困倦']","['乳酸左氧氟沙星分散片', '诺氟沙星胶囊', '乳酸左氧氟沙星片']"
尿道旁腺癌,"['膀胱阴道瘘', '鲜红色乳头状赘...', '尿痛', '尿频', '结节', '尿道的条索状肿块', '尿道弥漫性浸润', '尿道变粗变硬', '尿道局部肿胀', '尿道流血']",['Ⅰ']
眼眶肌炎,"['发炎', '上睑下垂', '视力障碍', '持续性疼痛', '结膜充血', '复视']","['磺胺醋酰钠滴眼液', '盐酸米诺环素胶囊', '红霉素眼膏', '妥布霉素地塞米松眼膏', '明目蒺藜丸', '头孢地尼分散片', '妥布霉素滴眼液', '硫酸锌尿囊素滴眼液', '氯霉素滴眼液']"
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征,"['阴道分泌物增多', '尿频', '脓尿', '夜尿增多', '脓性分泌物', '性交困难', '瘙痒']","['妇炎康复咀嚼片', '金刚藤咀嚼片', '黄藤素软胶囊', '千金止带丸', '天紫红女金胶囊', '抗妇炎胶囊', '白带丸', '盐酸特比萘芬阴道泡腾片', '经带宁胶囊', '黄藤素片']"
尿道憩室,"['男性小便刺痛', '衣玉品', '尿道的条索状肿块', '泌尿生殖窦', '排尿不畅']","['石淋通颗粒', '金钱草颗粒', '肾石通颗粒', '金甲排石胶囊', '排石颗粒', '结石通茶', '石淋通片', '荡石片', '金钱草片']"
跖骨头骨软骨病,"['足痛', '持续性疼痛', '剧痛', '足部肿胀压痛']","['小儿四维葡钙颗粒', '阿法骨化醇片', '醋酸钙颗粒', '阿法骨化醇胶囊', '龙牡壮骨颗粒', '维B1乳酸钙片', '三维鱼肝油乳', '阿法骨化醇软胶囊']"
煎厥,"['耳鸣', '一过性昏厥', '耳聋', '脾气变坏']","['阿司匹林肠溶片', '尼莫地平片', '盐酸倍他司汀片', '辛伐他汀片', '吡拉西坦片']"
尿道缺如及先天性尿道闭锁,"['泌尿道阻塞', '膀胱膨隆']",[]
椎管内脊膜瘤,"['腰椎骶化', '脊髓受压', '四肢麻木', '生长缓慢', '钙化', '乏力']","['苦参碱氯化钠注射液', '顺铂注射液', '巴氯芬片', '复方阿胶补血膏', '强力康颗粒']"
睑板腺囊肿,"['展峰', '囊肿', '上睑下垂']",[]
尿道肉阜,"['尿频', '尿道口疼', '尿道烧灼感', '泌尿生殖窦', '尿道变粗变硬']","['氨苄西林胶囊', '头孢拉定胶囊', '石淋通颗粒', '阿莫西林颗粒', '头孢克洛颗粒', '头孢呋辛酯干混悬剂', '磷霉素氨丁三醇散', '盐酸左氧氟沙星胶囊', '头孢氨苄胶囊', '依托红霉素片', '乙酰螺旋霉素片', '盐酸头孢他美酯片', '头孢克肟分散片', '头孢克肟颗粒', '司帕沙星分散片', '头孢呋辛酯胶囊', '盐酸头孢他美酯干混悬剂', '首乌延寿片', '乳酸左氧氟沙星片', '酒石酸托特罗定片']"
闭合性气胸,"['液气胸', '胸闷', '呼吸音减弱', '胸痛']",['注射用过氧化碳酰胺']
第1跖趾骨关节炎,['感染性发热'],"['阿司匹林肠溶片', '硫酸氨基葡萄糖片', '阿司匹林肠溶胶囊', '硫酸氨基葡萄糖胶囊', '双氯芬酸钠凝胶', '双氯芬酸钠肠溶片', '双氯芬酸钠缓释片', '萘普生片', '乳酸左氧氟沙星片']"
鼻疽,"['淋巴结肿大', '带血粘脓鼻涕', '腹泻', '口腔黏膜溃疡', '黑色鼻涕', '鼻中隔穿孔', '败血症', '低热']","['利福喷丁胶囊', '盐酸乙胺丁醇片', '异烟肼片', '利福平胶囊', '吡嗪酰胺片', '丙硫异烟胺肠溶片']"
尿毒症性心包炎,"['心力衰竭', '心包纤维增厚', '呼吸困难', '心前区隐痛', '心包炎', '低血压', '心包积液', '心动过速', '急性溶血性尿毒综合征', '心包积液体征']",['硬脂酸红霉素片']
交肠,"['肛门疼痛', '大便变细形似铅笔', '膀胱阴道瘘', '闫铁']",['注射用生长抑素']
贝壳甲综合征,"['骨端增大', '杵状指（趾）']","['利巴韦林分散片', '盐酸左氧氟沙星胶囊', '消炎片', '注射用头孢唑林钠', '乙酰螺旋霉素片', '头孢拉定胶囊', '匹多莫德颗粒剂', '麦迪霉素片', '蛤蚧定喘丸', '头孢克肟颗粒', '蛇胆川贝液', '头孢克洛颗粒', '炎立消胶囊', '头孢氨苄胶囊', '头孢克肟分散片', '川贝枇杷糖浆', '头孢拉定分散片', '乳酸左氧氟沙星片', '氨苄西林胶囊', '阿莫西林颗粒', '羧甲司坦片']"
尿毒症性心肌病,"['心力衰竭', '传导阻滞', '心包炎', '心律失常', '血缺氧', '心动过速', '少尿', '心悸', '心绞痛']","['金泽冠心胶囊', '盐酸地尔硫卓片', '左卡尼汀注射液', '三磷酸腺苷二钠注射液', '健心片', '心荣颗粒', '三磷酸腺苷二钠片', '荣心丸', '左卡尼汀口服溶液']"
电击伤所致脊髓病,"['脊髓病变', '感觉障碍', '心慌', '脱髓', '肌肉萎缩']","['益髓颗粒', '巴氯芬片', '注射用盐酸克林霉素', '钆双胺注射液']"
椒疮,"['浮脉', '眼睛痒', '睑结膜沙粒外观', '流泪']","['罗红霉素片', '琥乙红霉素片', '红霉素眼膏', '罗红霉素颗粒', '硫酸锌尿囊素滴眼液', '酞丁安滴眼液', '氯霉素滴眼液', '盐酸环丙沙星滴眼液', '红霉素肠溶片', '罗红霉素干混悬剂']"
尿黑酸尿与褐黄病,"['下背部僵硬和疼痛', '耳、鼻、软骨变成蓝色', '尿黑酸', '衣玉品', '钙化']",[]
喉部钝挫伤,"['呼吸困难', '血肿形成', '内出血', '吞咽困难', '咯血', '气胸', '发绀', '窒息']","['上清丸', '复方鱼腥草片', '右美沙芬缓释混悬液', '盐酸左氧氟沙星胶囊', '牛黄解毒丸', '牛黄解毒片', '乙酰螺旋霉素片', '喉症丸', '橘红痰咳颗粒', '清火栀麦片', '穿心莲片', '清胃黄连丸', '喉痛灵片', '板蓝根颗粒', '复方红根草片', '双黄消炎片', '双花草珊瑚含片']"
镍皮炎,"['湿疹', '衣玉品', '斑丘疹', '瘙痒']","['曲安奈德益康唑乳膏', '咪康唑氯倍他索乳膏', '维生素B6片', '氧化锌软膏', '复方甘草酸苷片', '倍他米松片', '醋酸地塞米松片']"
急性失血性贫血,"['失水', '休克', '面色苍白', '低血压', '内出血', '意识丧失', '心动过速', '脉搏细速']","['富马酸亚铁咀嚼片', '杞枣口服液', '阿胶益寿口服液', '鳖甲胶', '天王补心丸', '新生化颗粒', '参茸卫生丸', '妇科养荣丸', '益气养血口服液', '养血安神片', '富马酸亚铁胶囊', '阿胶', '朱砂安神丸', '龟甲胶', '鹿角胶', '人参养荣丸', '复方首乌补液', '当归养血口服液']"
角膜葡萄肿,"['角膜混浊', '角膜干燥斑', '角膜糜烂', '角膜知觉减少']","['妥布霉素地塞米松滴眼液', '氯霉素滴眼液']"
牛痘,"['丘疹', '脓疱']",[]
节育手术并发症,"['子宫穿孔', '出血倾向', '手术创伤', '创伤性宫腔粘连']",['复方乌鳢口服液']
血影细胞性青光眼,"['眼痛', '眼压升高', '无晶状体眼']","['马来酸噻吗洛尔滴眼液', '醋甲唑胺片', '拉坦前列素滴眼液', '石斛夜光丸', '复明胶囊', '供口服用', '酒石酸溴莫尼定滴眼液', '调元大补二十五味汤散', '明目地黄丸', '珍视明滴眼液', '盐酸卡替洛尔滴眼液', '复方硫酸新霉素滴眼液', '杞菊地黄丸', '布林佐胺滴眼液']"
牛痘样水疱病,"['疱疹', '丘疹', '带状疱疹样外观', '脱发', '盘状红斑', '结痂']","['曲安奈德益康唑乳膏', '咪康唑氯倍他索乳膏', '维生素B6片', '氧化锌软膏', '复方甘草酸苷片', '倍他米松片', '醋酸地塞米松片']"
口腔结核性溃疡,"['口腔溃疡', '溃疡疼痛', '肉芽肿']","['丁硼乳膏', '牛黄上清片', '三黄片', '胸腺肽肠溶片', '溶菌酶含片', '甘草锌颗粒', '盐酸左旋咪唑搽剂', '葡萄糖酸锌颗粒', '硫酸锌口服溶液', '甘草锌胶囊', '红霉素肠溶片']"
电灼伤,"['四肢无力', '电击样剧痛', '休克', '驻站医', '面色苍白', '继发感染', '乏力', '抽搐', '头晕', '烧伤后脉搏增速', '心悸']","['复方鱼肝油氧化锌软膏', '林可霉素利多卡因凝胶', 'SP', '创灼膏', '聚甲酚磺醛溶液', '烫伤油', '红霉素软膏', '依诺沙星乳膏', '积雪苷片', 'TPF', '积雪苷霜软膏', '甲紫溶液', '三黄珍珠膏', '解毒烧伤软膏', '聚维酮碘溶液']"
农民肺,"['发烧', '呼吸困难', '捻发音', '呼吸急促', '乏力', '发绀', '恶心', '啰音']","['阿奇霉素胶囊', '阿奇霉素分散片', '诺氟沙星胶囊', '阿奇霉素片', '乳酸左氧氟沙星片']"
结胸证,"['浮脉', '腹痛', '腹泻']",['臌症丸']
热性嗜中性白细胞皮肤病,"['湿疹', '丘疹', '黏膜损害', '咽痛']","['氨苄西林胶囊', '头孢拉定胶囊', '阿莫西林颗粒', '头孢克洛颗粒', '头孢呋辛酯干混悬剂', '盐酸左氧氟沙星胶囊', '头孢氨苄胶囊', '麦迪霉素片', '乙酰螺旋霉素片', '司帕沙星分散片', '头孢呋辛酯胶囊', '依诺沙星乳膏', '头孢丙烯分散片', '注射用头孢唑林钠', '乳酸左氧氟沙星片', '克拉霉素分散片', '头孢拉定分散片', '头孢克洛缓释胶囊', '灭菌结晶磺胺']"
金疮,"['涂锐', '弦脉', '牙关紧闭', '呼吸困难', '苦笑面容', '耳源性破伤风', '角弓反张', '手术后破伤风']","['琥乙红霉素片', '依托红霉素颗粒', '琥乙红霉素颗粒', '四环素片', '盐酸美他环素片', '依托红霉素片', '盐酸多西环素胶囊', '肿痛安胶囊', '盐酸多西环素片', '红霉素肠溶片']"
农药中毒性肾病,"['有机磷中毒', '震颤', '血尿', '腹痛', '抽搐', '乏力', '头晕', '酩酊感', '蛋白尿']","['氢溴酸东莨菪碱片', '氯解磷定注射液', '转化糖注射液', '硫酸阿托品注射液', '碘解磷定注射液', '盐酸消旋山莨菪碱注射液', '氢溴酸东莨菪碱注射液']"
小儿砷中毒,"['呼吸困难', '食欲不振', '脱发', '腹痛', '血小板减少', '溶血', '多发性神经炎', '恶心', '眩晕', '脱水']","['布美他尼片', '十一味金色丸', '二十九味能消散', '盐酸利多卡因注射液', '注射用硫代硫酸钠', '注射用鼠神经生长因子', '仁青芒觉', '大月晶丸', '地塞米松磷酸钠注射液', '二维葡醛内酯片']"
脓毒症和菌血症,"['寒战', '昏迷', '腹泻', '腹胀', '稽留热', '发绀', '弛张热', '菌血症', '低血压']","['粉剂', 'SP', '硫酸妥布霉素注射液', '4:1', '替硝唑氯化钠注射液', '2∶1', '注射用美洛西林钠舒巴坦钠', '阿莫西林克拉维酸钾片', 'TPF']"
眼酸碱化学伤,"['眼睑闭合不全', '眼睑畸形', '角膜溃疡', '结膜充血']","['眼氨肽注射液', '阿米卡星洗剂', '七厘散', '乳酸依沙吖啶溶液', '三七片', '维生素C注射液', '环孢素滴眼液']"
筋痹,"['膝后肿胀疼痛，...', '肩关节活动受限', '运动时膝前疼痛加剧']","['布洛芬缓释混悬液', 'Ⅰ', '布洛芬缓释胶囊', '双氯芬酸钠肠溶片', '伤痛酊', '复方七叶皂苷钠凝胶', '双氯芬酸二乙胺凝胶', '布洛芬片', '双氯芬酸钠缓释片', '阿西美辛缓释胶囊', '酮洛芬凝胶', '依托芬那酯凝胶']"
脓疱病,"['斑疹', '头皮松垂', '大腿内侧红斑', '脾虚', '紧张', '脓疱', '苔黄腻', '瘙痒']","['克拉霉素干混悬剂', '克拉霉素胶囊', '克林霉素磷酸酯溶液', '莫匹罗星软膏', '阿达帕林凝胶', '盐酸左氧氟沙星胶囊', '克拉霉素片', '头孢呋辛酯胶囊', '红霉素软膏', '氧氟沙星凝胶', '克拉霉素分散片', '丙酸氯倍他索乳膏']"
女性的青春期延迟,"['尿崩', '脑积水', '甲状腺功能低下', '继发性闭经', '乏力', '垂体功能减退', '颅内压增高', '半乳糖血症', '囊肿', '闭经']","['睾丸片', '葡萄糖酸钙锌口服溶液', '王氏保赤丸', '赖氨肌醇维B12口服溶液', '葡萄糖酸锌颗粒', '赖氨葡锌颗粒', '葡萄糖酸钙口服溶液', '健宝灵颗粒', '甘草锌胶囊', '吡拉西坦片', '葡萄糖酸锌口服溶液']"
筋骨懈堕,['颧面部塌陷'],"['溴吡斯的明片', '健步壮骨丸', '醋酸可的松注射液', '注射用石杉碱甲', '氢溴酸加兰他敏注射液', '硫唑嘌呤片', '溴新斯的明片', '醋酸可的松片', '甲硫酸新斯的明注射液']"
急性放射性甲状腺炎,"['颈部肌肉肿胀变硬', '驻站医', '甲亢面容']","['甲泼尼龙片', '醋酸可的松片', '甲巯咪唑片']"
女性生殖道多部位原发癌,"['阴道出血', '下腹部包块', '异常子宫出血', '腹痛', '绝经后出血', '盆腔包块']","['去氧氟尿苷胶囊', '甲氨蝶呤片', '艾迪注射液', '消癌平片', '消癌平胶囊', '重组人干扰素α2а栓', '注射用甲氨蝶呤', '羟基脲片', '注射用盐酸平阳霉素', '重组人干扰素α2a栓', '复方斑蝥胶囊', '消癌平糖浆', '消癌平口服液']"
筋瘤,['静脉曲张'],"['多磺酸粘多糖乳膏', '迈之灵片', '苯丙氨酯片', '复方七叶皂苷钠凝胶', '毛冬青片', '曲克芦丁片', '马栗种子提取物片', '羟苯磺酸钙胶囊', '痔根断片', '羟苯磺酸钙分散片']"
夏季皮炎,"['疱疹', '丘疹', '血痂', '晒伤', '瘙痒']","['止痒消炎水', '无极膏', '醋酸曲安奈德尿素乳膏', '丹皮酚软膏', '重楼解毒酊', '曲安奈德益康唑乳膏', '咪康唑氯倍他索乳膏', '赛庚啶乳膏', '复方樟脑乳膏', '复方倍氯米松樟脑乳膏', '克痒敏醑', '马来酸氯苯那敏片']"
女性性早熟,"['腹部肿块', '色素斑', '阴道出血', '视力障碍', '男性化', '腹痛', '抽搐']","['注射用醋酸曲普瑞林', '达那唑胶囊', '达那唑软胶囊', '注射用醋酸亮丙瑞林微球']"
筋痿,"['精虚血弱', '代超', '闫铁', '男子性功能障碍', '肌肉痉挛性疼痛']","['甲磺酸酚妥拉明颗粒', '甲磺酸酚妥拉明分散片']"
长Q-T间期综合征,"['晕厥', '传导阻滞', '紧张', '心律失常', '猝死']","['天王补心丸', '保心宁片', '养心定悸胶囊', '十全大补丸', '冠心生脉丸', '黄杨宁片', '宁心宝胶囊', '通脉养心丸', '盐酸普罗帕酮片', '苯妥英钠片', '盐酸美西律片', '降脂宁颗粒', '理气舒心片']"
Poncet综合征,"['不规则热', '疱疹', '结核中毒', '淋巴结结核', '结节', '弛张热', '肌肉萎缩']","['麝香壮骨膏', '天麻胶囊', '双蚁祛湿通络胶囊', '关节止痛膏']"
进行性脊肌萎缩症,"['无力', '手臂肌肉萎缩', '手臂肌肉拉伤', '臀肌挛缩', '延髓性麻痹', '颈背部肌肉痉挛', '肩胛带肌肉萎缩', '大腿肌肉萎缩', '肌束震颤', '肌肉萎缩']","['三磷酸腺苷二钠片', '薄芝糖肽注射液', '维生素E软胶囊']"
恶性黑素瘤,"['淋巴结肿大', '丘疹', '色素脱失', '真皮侵袭性生长', '结痂', '瘙痒']","['注射用重组人干扰素α1b', '注射用硫酸长春新碱', '125Ala注射液', 'Ⅰ', '注射用重组人干扰素α2b', '重组人干扰素α2b注射液', '注射用达卡巴嗪', '司莫司汀胶囊', '125Ala', '注射用重组人白介素-2', '羟基脲片', '顺铂注射液', '假单胞菌', '注射用重组人干扰素α2a']"
PUVA雀斑样痣,"['雀斑', '色素斑']","['氢醌乳膏', '大枫子油', '皮肤病血毒丸', '润肌皮肤膏', '养荣祛斑膏']"
浸淫疮,"['疱疹', '鳞屑', '丘疹', '大腿内侧红斑', '阴囊肿胀', '结痂', '瘙痒']","['复方醋酸地塞米松乳膏', '氯雷他定胶囊', '止痒消炎水', '盐酸西替利嗪片', '氯雷他定糖浆', '无极膏', '三味清热止痒洗剂', '炉甘石洗剂', '丹皮酚软膏', '氯雷他定片', '肤痒颗粒', '复方黄藤洗液', '牛黄解毒丸', '牛黄解毒片', '盐酸二氧丙嗪颗粒', '马来酸氯苯那敏片']"
腹膜假黏液瘤,"['黏液分泌亢进', '腹围增大', '肠鸣', '呼吸困难', '腹水', '腹痛', '肝脏肿大']","['复方阿胶补血膏', '强力康颗粒', '注射用硫酸长春新碱', '注射用异环磷酰胺']"
膀胱不发育与发育不全,"['尿频', '免疫性肾炎', '死胎']",[]
噤口痢,"['痢疾', '脘痞', '纳差', '苔黄腻', '恶心', '进食呕吐']","['马来酸曲美布汀分散片', '香砂养胃丸', 'SP', '木香顺气丸', '健胃消食片', '肠胃宁胶囊', '陈香露白露片', 'TPF']"
颈部纤维瘤,"['肥大结节纤维组织增生', '颈部疼痛']",[]
膀胱结核,"['膀胱容量的减少', '尿频', '脓尿', '栗东', '血尿', '无尿', '尿失禁', '尿痛']","['对氨基水杨酸异烟肼片', '异烟肼片', '利福平胶囊']"
经行发热,"['月经不调', '腹痛', '子宫内膜异位']","['匹多莫德片', '白带丸', '宫炎平滴丸', '左氧氟沙星片', '盐酸左氧氟沙星胶囊', '宫炎康颗粒', '龙胆泻肝丸', '4:1分散片', '金刚藤口服液', '诺氟沙星片', '丹鳖胶囊', '止痛化癥片', '妇炎康复胶囊', '妇乐颗粒', '妇科分清丸', '乳酸左氧氟沙星片']"
膀胱平滑肌瘤,"['尿频', '血尿', '急性尿潴留', '盆腔肿块']","['去氧氟尿苷片', '替加氟片', '阿魏化痞膏', '消癌平片']"
经行流涎,"['唾液及汗液减少', '脾气虚', '肝气郁结', '流涎', '唾液腺肿大', '睡觉流口水']","['妇炎康复咀嚼片', '金刚藤咀嚼片', '黄藤素软胶囊', '千金止带丸', '天紫红女金胶囊', '黄藤素分散片', '抗妇炎胶囊', '白带丸', '经带宁胶囊', '黄藤素片']"
膀胱平滑肌肉瘤,"['尿频', '血尿', '排尿困难及尿潴留', '下腹部包块']","['去氧氟尿苷片', '替加氟片', '阿魏化痞膏', '消癌平片']"
卡波西水痘样疹,"['疱疹', '恶心与呕吐', '嗜睡', '额头长痘', '脓疱', '恶心', '结痂']","['阿昔洛韦乳膏', '利巴韦林颗粒', '阿莫西林分散片', '利巴韦林含片', '阿昔洛韦凝胶', '阿昔洛韦缓释片']"
经行尿感,"['虚火', '尿频', '腰酸', '苔黄腻', '尿急']","['氨苄西林胶囊', '头孢拉定胶囊', '八宝丹胶囊', '阿莫西林颗粒', '头孢克洛颗粒', '头孢呋辛酯干混悬剂', '磷霉素氨丁三醇散', '依托红霉素片', '盐酸左氧氟沙星胶囊', '头孢氨苄胶囊', '十八味诃子丸', '匹多莫德颗粒剂', '盐酸头孢他美酯片', '氟康唑胶囊', '盐酸头孢他美酯干混悬剂', '匹多莫德口服溶液', '注射用头孢唑林钠', '头孢拉定分散片', '替勃龙片', '乳酸左氧氟沙星片']"
膀胱葡萄状肉瘤,"['尿频', '血尿', '尿痛', '排尿困难及尿潴留']","['去氧氟尿苷片', '替加氟片', '阿魏化痞膏', '消癌平片']"
